Материал;Краткий текст материала;Длинный текст материала;Базовая ЕИ;Группа материалов;Вид материала;Вид класса;Класс;Формат;Имя признака;Название признака;Значение признака;ОбозначЗначПризнака;Техническая ЕИ значения признака;Материал(полный текст);Значение признака;ОбозначЗначПризнака
000000001300201404;Подшипник 1609 ГОСТ520;Подшипник 1609 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 1609 ГОСТ520;;
000000001300201404;Подшипник 1609 ГОСТ520;Подшипник 1609 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 1609 ГОСТ520;;
000000001300201405;Подшипник 2007111 ГОСТ520;Подшипник 2007111 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;2007111;2007111;;Подшипник 2007111 ГОСТ520;;
000000001300201405;Подшипник 2007111 ГОСТ520;Подшипник 2007111 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 2007111 ГОСТ520;;
000000001300201405;Подшипник 2007111 ГОСТ520;Подшипник 2007111 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 2007111 ГОСТ520;;
000000001300201407;Подшипник 6010 ZWZ;Подшипник 6010 ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;6010;6010;;Подшипник 6010 ZWZ;;
000000001300201407;Подшипник 6010 ZWZ;Подшипник 6010 ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;ZWZ;ZWZ;;Подшипник 6010 ZWZ;;
000000001300201407;Подшипник 6010 ZWZ;Подшипник 6010 ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 6010 ZWZ;;
000000001300201409;Подшипник 8124 ГОСТ520;Подшипник 8124 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;8124;8124;;Подшипник 8124 ГОСТ520;;
000000001300201409;Подшипник 8124 ГОСТ520;Подшипник 8124 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 8124 ГОСТ520;;
000000001300201409;Подшипник 8124 ГОСТ520;Подшипник 8124 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 8124 ГОСТ520;;
000000001300201410;Подшипник 7518 ГОСТ520;Подшипник 7518 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;7518;7518;;Подшипник 7518 ГОСТ520;;
000000001300201410;Подшипник 7518 ГОСТ520;Подшипник 7518 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 7518 ГОСТ520;;
000000001300201410;Подшипник 7518 ГОСТ520;Подшипник 7518 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 7518 ГОСТ520;;
000000001300201427;Подшипник 17 ГОСТ520;Подшипник 17 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;17;17;;Подшипник 17 ГОСТ520;;
000000001300201427;Подшипник 17 ГОСТ520;Подшипник 17 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 17 ГОСТ520;;
000000001300201427;Подшипник 17 ГОСТ520;Подшипник 17 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 17 ГОСТ520;;
000000001300201440;Подшипник 6-7610А ГОСТ520;Подшипник 6-7610А ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;6-7610А;6-7610А;;Подшипник 6-7610А ГОСТ520;;
000000001300201440;Подшипник 6-7610А ГОСТ520;Подшипник 6-7610А ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 6-7610А ГОСТ520;;
000000001300201440;Подшипник 6-7610А ГОСТ520;Подшипник 6-7610А ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 6-7610А ГОСТ520;;
000000001300201442;Подшипник 3632 ГОСТ520;Подшипник 3632 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;3632;3632;;Подшипник 3632 ГОСТ520;;
000000001300201442;Подшипник 3632 ГОСТ520;Подшипник 3632 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 3632 ГОСТ520;;
000000001300201442;Подшипник 3632 ГОСТ520;Подшипник 3632 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 3632 ГОСТ520;;
000000001300201443;Подшипник 180605 ГОСТ520;Подшипник 180605 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;180605;180605;;Подшипник 180605 ГОСТ520;;
000000001300201443;Подшипник 180605 ГОСТ520;Подшипник 180605 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 180605 ГОСТ520;;
000000001300201443;Подшипник 180605 ГОСТ520;Подшипник 180605 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 180605 ГОСТ520;;
000000001300201444;Подшипник 2309 ГОСТ520;Подшипник 2309 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;2309;2309;;Подшипник 2309 ГОСТ520;;
000000001300201444;Подшипник 2309 ГОСТ520;Подшипник 2309 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 2309 ГОСТ520;;
000000001300201444;Подшипник 2309 ГОСТ520;Подшипник 2309 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 2309 ГОСТ520;;
000000001300201446;Подшипник 8316 ГОСТ520;Подшипник 8316 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;8316;8316;;Подшипник 8316 ГОСТ520;;
000000001300201446;Подшипник 8316 ГОСТ520;Подшипник 8316 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 8316 ГОСТ520;;
000000001300201446;Подшипник 8316 ГОСТ520;Подшипник 8316 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 8316 ГОСТ520;;
000000001300201447;Подшипник 201 ГОСТ520;Подшипник 201 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;201;201;;Подшипник 201 ГОСТ520;;
000000001300201447;Подшипник 201 ГОСТ520;Подшипник 201 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 201 ГОСТ520;;
000000001300201447;Подшипник 201 ГОСТ520;Подшипник 201 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 201 ГОСТ520;;
000000001300201448;Подшипник 311 ГОСТ520;Подшипник 311 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;311;311;;Подшипник 311 ГОСТ520;;
000000001300201448;Подшипник 311 ГОСТ520;Подшипник 311 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 311 ГОСТ520;;
000000001300201448;Подшипник 311 ГОСТ520;Подшипник 311 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 311 ГОСТ520;;
000000001300201449;Подшипник 7311 ГОСТ520;Подшипник 7311 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;7311;7311;;Подшипник 7311 ГОСТ520;;
000000001300201449;Подшипник 7311 ГОСТ520;Подшипник 7311 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 7311 ГОСТ520;;
000000001300201449;Подшипник 7311 ГОСТ520;Подшипник 7311 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 7311 ГОСТ520;;
000000001300201450;Подшипник 7309 ГОСТ520;Подшипник 7309 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;7309;7309;;Подшипник 7309 ГОСТ520;;
000000001300201450;Подшипник 7309 ГОСТ520;Подшипник 7309 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 7309 ГОСТ520;;
000000001300201450;Подшипник 7309 ГОСТ520;Подшипник 7309 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 7309 ГОСТ520;;
000000001300201451;Подшипник 7516 ГОСТ520;Подшипник 7516 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;7516;7516;;Подшипник 7516 ГОСТ520;;
000000001300201451;Подшипник 7516 ГОСТ520;Подшипник 7516 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 7516 ГОСТ520;;
000000001300201451;Подшипник 7516 ГОСТ520;Подшипник 7516 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 7516 ГОСТ520;;
000000001300201452;Подшипник 3516 ГОСТ520;Подшипник 3516 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;3516;3516;;Подшипник 3516 ГОСТ520;;
000000001300201452;Подшипник 3516 ГОСТ520;Подшипник 3516 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 3516 ГОСТ520;;
000000001300201452;Подшипник 3516 ГОСТ520;Подшипник 3516 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 3516 ГОСТ520;;
000000001300201453;Подшипник 7524 ГОСТ520;Подшипник 7524 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;7524;7524;;Подшипник 7524 ГОСТ520;;
000000001300201453;Подшипник 7524 ГОСТ520;Подшипник 7524 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 7524 ГОСТ520;;
000000001300201453;Подшипник 7524 ГОСТ520;Подшипник 7524 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 7524 ГОСТ520;;
000000001300201454;Подшипник 3616 ГОСТ520;Подшипник 3616 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;3616;3616;;Подшипник 3616 ГОСТ520;;
000000001300201454;Подшипник 3616 ГОСТ520;Подшипник 3616 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 3616 ГОСТ520;;
000000001300201454;Подшипник 3616 ГОСТ520;Подшипник 3616 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 3616 ГОСТ520;;
000000001300201456;Подшипник 3003140 ГОСТ520;Подшипник 3003140 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;3003140;3003140;;Подшипник 3003140 ГОСТ520;;
000000001300201456;Подшипник 3003140 ГОСТ520;Подшипник 3003140 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 3003140 ГОСТ520;;
000000001300201456;Подшипник 3003140 ГОСТ520;Подшипник 3003140 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 3003140 ГОСТ520;;
000000001300201457;Подшипник 3528 ГОСТ520;Подшипник 3528 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;3528;3528;;Подшипник 3528 ГОСТ520;;
000000001300201457;Подшипник 3528 ГОСТ520;Подшипник 3528 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 3528 ГОСТ520;;
000000001300201457;Подшипник 3528 ГОСТ520;Подшипник 3528 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 3528 ГОСТ520;;
000000001300201458;Подшипник 3613 ГОСТ520;Подшипник 3613 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;3613;3613;;Подшипник 3613 ГОСТ520;;
000000001300201458;Подшипник 3613 ГОСТ520;Подшипник 3613 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 3613 ГОСТ520;;
000000001300201458;Подшипник 3613 ГОСТ520;Подшипник 3613 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 3613 ГОСТ520;;
000000001300201459;Подшипник 3622 ГОСТ520;Подшипник 3622 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;3622;3622;;Подшипник 3622 ГОСТ520;;
000000001300201459;Подшипник 3622 ГОСТ520;Подшипник 3622 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 3622 ГОСТ520;;
000000001300201459;Подшипник 3622 ГОСТ520;Подшипник 3622 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 3622 ГОСТ520;;
000000001300201460;Подшипник 3626 ГОСТ520;Подшипник 3626 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;3626;3626;;Подшипник 3626 ГОСТ520;;
000000001300201460;Подшипник 3626 ГОСТ520;Подшипник 3626 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 3626 ГОСТ520;;
000000001300201460;Подшипник 3626 ГОСТ520;Подшипник 3626 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 3626 ГОСТ520;;
